camera,date,filename,location,time,url
SM-S908B,5.December 2025,20251205_172924,20251205_172924,Friday 17:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RzFkNnNyd3JzSlB2OERWZEx1bDM0UT09?height=1080
SM-S908B,5.December 2025,20251205_172918,20251205_172918,Friday 17:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::eFVkZW1SekdMWThqVlQyLzRNS2pOQT09?height=1080
SM-S908B,5.December 2025,20251205_172913,20251205_172913,Friday 17:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::S0NDUmxBRGxlRXltM2JYM0gyWnpJZz09?height=1080
SM-S908B,5.December 2025,20251205_172909,20251205_172909,Friday 17:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::N1dkNUVzYWpjVy9nZFZPcm1YbzRzZz09?height=1080
SM-S908B,5.December 2025,20251205_172552,20251205_172552,Friday 17:25,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::VXk5bHdHbndrT2tESnIvVjFQY1JVZz09?height=1080
SM-S908B,5.December 2025,20251205_172546,20251205_172546,Friday 17:25,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::dEVzdWI0di9lNG96dGVhelZKZEtRZz09?height=1080
SM-S908B,5.December 2025,20251205_172533,20251205_172533,Friday 17:25,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::OXRtOW13MXBNeCtEaU1lTnRpMGFSQT09?height=1080
SM-S908B,5.December 2025,20251205_172528,20251205_172528,Friday 17:25,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::T0FvTXhWaHdweHBpOXdsVVI2TjBjQT09?height=1080
SM-S908B,4.December 2025,20251204_184756,20251204_184756,Thursday 18:47,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::QlNITVgrZ3JSdG9PUzF2cW04SmJ5dz09?height=1080
SM-S908B,4.December 2025,20251204_184754,20251204_184754,Thursday 18:47,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::R2hUZFdMRDFtb2Z0UW5kU0o1cnRCUT09?height=1080
SM-S908B,4.December 2025,20251204_184752,20251204_184752,Thursday 18:47,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::aUhIYnJSa0VFK3c2elBBbGo2Q0EvQT09?height=1080
SM-S908B,4.December 2025,20251204_184723,20251204_184723,Thursday 18:47,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::bmt6eGRBbjdKSXQvLzdRUkpXRWJlUT09?height=1080
SM-S908B,4.December 2025,20251204_184628,20251204_184628,Thursday 18:46,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RUdueUtXK3VGZGhBSVpTcFZYRGJRdz09?height=1080
SM-S908B,4.December 2025,20251204_183402,20251204_183402,Thursday 18:34,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::WGUvR0IzYVpHaE8vZUFKQXVieFNyQT09?height=1080
SM-S908B,4.December 2025,20251204_183355,20251204_183355,Thursday 18:33,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::d280UGxUVzdSTU45c0FZdWpaMStmdz09?height=1080
SM-S908B,4.December 2025,20251204_183335,20251204_183335,Thursday 18:33,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::TUhtWmxORmhvQXF3cFRMVkR2SGxWdz09?height=1080
SM-S908B,3.December 2025,20251203_191743,20251203_191743,Wednesday 19:17,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::aEdRVHNYL2loRU9qTklrSjkrZ2JFdz09?height=1080
iPhone 15 Pro Max,3.December 2025,IMG_9417_1765072197710,,Wednesday 13:04,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::Tm5JS2Q0MEwvMHZDTVpHcVRNalE1UT09?height=1080
SM-S908B,2.December 2025,20251202_112948,20251202_112948,Tuesday 11:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::MXJraHNBaVBHNW8vVTRkNVpDZmFBdz09?height=1080
SM-S908B,2.December 2025,20251202_112942,20251202_112942,Tuesday 11:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::NnBNaksxS0pwQXNRN0dLY3VQUmdKZz09?height=1080
SM-S908B,2.December 2025,20251202_112934,20251202_112934,Tuesday 11:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::d0toaCs4Um5vZ0MvT3JEbUw2NFlvUT09?height=1080
SM-S908B,2.December 2025,20251202_112915,20251202_112915,Tuesday 11:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::eW5TNnlWRnN4aTFhQ2VJR2UzbUlLQT09?height=1080
SM-S908B,2.December 2025,20251202_112904,20251202_112904,Tuesday 11:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::TEhvVFUvNE5zbDNuSUl6K1ZyVnpuUT09?height=1080
SM-S908B,2.December 2025,20251202_112214,20251202_112214,Tuesday 11:22,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::MWlMSHhCbkZxUGZYZ0xjVHhvV3dMZz09?height=1080
SM-S908B,2.December 2025,20251202_112203,20251202_112203,Tuesday 11:22,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RXgvMVo5K004OFZEVEE2OCtWdFJMQT09?height=1080
SM-S908B,2.December 2025,20251202_111207,20251202_111207,Tuesday 11:12,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::VWJ3eUFheUw0VWFiRHkxZ3ZCK01qUT09?height=1080
SM-S908B,2.December 2025,20251202_111125,20251202_111125,Tuesday 11:11,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::VWJMRVJXS2hTd0cxRWJ6SzRha0ROdz09?height=1080
SM-S908B,2.December 2025,20251202_093057,20251202_093057,Tuesday 09:30,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::Vkk1a3dJeDNIRzBTWDY3U1V3eENOQT09?height=1080
SM-S908B,2.December 2025,20251202_093043,20251202_093043,Tuesday 09:30,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::dlZkcmd0eG1ZUUlkeWM1WGI5elU5UT09?height=1080
SM-S908B,2.December 2025,20251202_092945,20251202_092945,Tuesday 09:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::OU56ZW1tcVlmcUFFZEZFVlVaa1FJZz09?height=1080
SM-S908B,2.December 2025,20251202_092943,20251202_092943,Tuesday 09:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::UWgvT2FYb0ZoQ2N6VXI4WENHYVBGZz09?height=1080
SM-S908B,2.December 2025,20251202_092942,20251202_092942,Tuesday 09:29,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::ek5YSkFKaFpsM3NRMFE3Uk5pbHZsUT09?height=1080
SM-S908B,2.December 2025,20251202_092846,20251202_092846,Tuesday 09:28,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RVc1dThibnRaWkNGRURHY0YxWWJkUT09?height=1080
